"Time","ph","Pi"
7.41741742,6.37717985097186,18.7490259089139
7.43243243,6.37649202440222,18.765729632624
7.44744745,6.37580606923432,18.7824416688318
7.46246246,6.37512198038082,18.7991619900849
7.47747748,6.37443975276817,18.8158905688657
7.49249249,6.37375938133661,18.8326273775926
7.50750751,6.37308086104013,18.8493723886218
7.52252252,6.37240418684643,18.8661255742485
7.53753754,6.37172935373686,18.8828869067082
7.55255255,6.37105635670641,18.899656358178
7.56756757,6.37038519076367,18.9164339007777
7.58258258,6.36971585093078,18.9332195065714
7.5975976,6.3690483322434,18.950013147568
7.61261261,6.36838262975067,18.9668147957229
7.62762763,6.36771873851519,18.9836244229388
7.64264264,6.36705665361297,19.0004420010665
7.65765766,6.36639637013337,19.0172675019064
7.67267267,6.36573788317912,19.0341008972089
7.68768769,6.36508118786623,19.0509421586759
7.7027027,6.36442627932398,19.0677912579611
7.71771772,6.36377315269489,19.0846481666713
7.73273273,6.36312180313467,19.1015128563668
7.74774775,6.36247222581217,19.1183852985627
7.76276276,6.36182441590938,19.1352654647291
7.77777778,6.36117836862139,19.1521533262924
7.79279279,6.3605340791563,19.1690488546356
7.80780781,6.35989154273526,19.1859520210989
7.82282282,6.3592507545924,19.2028627969809
7.83783784,6.35861170997477,19.2197811535386
7.85285285,6.35797440414235,19.2367070619883
7.86786787,6.357338832368,19.2536404935063
7.88288288,6.3567049899374,19.2705814192292
7.8978979,6.35607287214904,19.2875298102546
7.91291291,6.3554424743142,19.3044856376415
7.92792793,6.35481379175688,19.3214488724109
7.94294294,6.35418681981377,19.3384194855461
7.95795796,6.35356155383425,19.3553974479935
7.97297297,6.35293798918033,19.3723827306627
7.98798799,6.3523161212266,19.3893753044271
8.003003,6.35169594536022,19.4063751401243
8.01801802,6.35107745698089,19.4233822085562
8.03303303,6.35046065150081,19.4403964804898
8.04804805,6.34984552434461,19.4574179266575
8.06306306,6.34923207094939,19.4744465177571
8.07807808,6.34862028676462,19.4914822244523
8.09309309,6.34801016725213,19.5085250173734
8.10810811,6.34740170788608,19.5255748671169
8.12312312,6.34679490415294,19.5426317442464
8.13813814,6.34618975155141,19.5596956192925
8.15315315,6.34558624559244,19.5767664627532
8.16816817,6.34498438179918,19.5938442450943
8.18318318,6.34438415570691,19.6109289367493
8.1981982,6.34378556286306,19.6280205081201
8.21321321,6.34318859882716,19.6451189295767
8.22822823,6.34259325917079,19.662224171458
8.24324324,6.34199953947756,19.6793362040713
8.25825826,6.34140743534308,19.6964549976932
8.27327327,6.34081694237493,19.7135805225695
8.28828829,6.3402280561926,19.730712748915
8.3033033,6.33964077242752,19.7478516469145
8.31831832,6.33905508672293,19.7649971867223
8.33333333,6.33847099473396,19.7821493384624
8.34834835,6.33788849212751,19.7993080722292
8.36336336,6.33730757458226,19.8164733580869
8.37837838,6.33672823778863,19.8336451660703
8.39339339,6.33615047744875,19.8508234661845
8.40840841,6.33557428927642,19.8680082284051
8.42342342,6.33499966899707,19.8851994226786
8.43843844,6.33442661234778,19.9023970189223
8.45345345,6.33385511507716,19.9196009870241
8.46846847,6.33328517294541,19.9368112968435
8.48348348,6.33271678172423,19.9540279182107
8.4984985,6.33214993719681,19.9712508209272
8.51351351,6.33158463515779,19.9884799747661
8.52852853,6.33102087141325,20.0057153494718
8.54354354,6.33045864178063,20.0229569147601
8.55855856,6.32989794208877,20.0402046403185
8.57357357,6.32933876817781,20.0574584958064
8.58858859,6.32878111589922,20.0747184508546
8.6036036,6.32822498111572,20.091984475066
8.61861862,6.32767035970126,20.1092565380154
8.63363363,6.32711724754103,20.1265346092496
8.64864865,6.32656564053138,20.1438186582873
8.66366366,6.3260155345798,20.1611086546195
8.67867868,6.32546692560491,20.1784045677093
8.69369369,6.32491980953641,20.1957063669922
8.70870871,6.32437418231506,20.2130140218758
8.72372372,6.32383003989267,20.2303275017402
8.73873874,6.323287378232,20.2476467759378
8.75375375,6.32274619330681,20.2649718137937
8.76876877,6.32220648110181,20.2823025846054
8.78378378,6.32166823761257,20.2996390576428
8.7987988,6.3211314588456,20.3169812021487
8.81381381,6.32059614081821,20.3343289873385
8.82882883,6.32006227955855,20.3516823824002
8.84384384,6.31952987110556,20.3690413564947
8.85885886,6.31899891150893,20.3864058787557
8.87387387,6.31846939682911,20.4037759182897
8.88888889,6.31794132313721,20.4211514441762
8.9039039,6.31741468651505,20.4385324254674
8.91891892,6.31688948305509,20.4559188311887
8.93393393,6.31636570886037,20.4733106303386
8.94894895,6.31584336004457,20.4907077918884
8.96396396,6.3153224327319,20.5081102847826
8.97897898,6.31480292305708,20.5255180779389
8.99399399,6.31428482716538,20.5429311402482
9.00900901,6.31376814121249,20.5603494405745
9.02402402,6.31325286136459,20.5777729477551
9.03903904,6.31273898379825,20.5952016306007
9.05405405,6.31222650470042,20.6126354578951
9.06906907,6.31171542026843,20.6300743983956
9.08408408,6.31120572670994,20.6475184208329
9.0990991,6.31069742024289,20.6649674939113
9.11411411,6.31019049709553,20.6824215863081
9.12912913,6.30968495350632,20.6998806666747
9.14414414,6.30918078572396,20.7173447036356
9.15915916,6.30867799000735,20.7348136657892
9.17417417,6.30817656262554,20.7522875217072
9.18918919,6.30767649985771,20.7697662399351
9.2042042,6.30717779799317,20.7872497889923
9.21921922,6.30668045333129,20.8047381373717
9.23423423,6.3061844621815,20.82223125354
9.24924925,6.30568982086328,20.8397291059376
9.26426426,6.30519652570607,20.8572316629791
9.27927928,6.30470457304932,20.8747388930526
