"Force","Time","pH"
0.974652768608663,-2.84583511930276,7.5
0.974845540361491,-2.84383483354765,7.5
0.975037061138861,-2.84183454779254,7.5
0.975227338382229,-2.83983426203743,7.5
0.975416380771315,-2.83783397628233,7.5
0.975604177746986,-2.83583369052722,7.5
0.975790763845728,-2.83383340477211,7.5
0.97597613238715,-2.831833119017,7.5
0.976160295595319,-2.82983283326189,7.5
0.976343253566978,-2.82783254750679,7.5
0.976525018005604,-2.82583226175168,7.5
0.976705607271705,-2.82383197599657,7.5
0.976885023173251,-2.82183169024146,7.5
0.977063267533537,-2.81983140448636,7.5
0.977240349898024,-2.81783111873125,7.5
0.977416282969054,-2.81583083297614,7.5
0.977591066360782,-2.81383054722103,7.5
0.977764713423806,-2.81183026146592,7.5
0.977937218919431,-2.80982997571082,7.5
0.978108595986354,-2.80782968995571,7.5
0.978278862306994,-2.8058294042006,7.5
0.978448025931007,-2.80382911844549,7.5
0.978616086430699,-2.80182883269038,7.5
0.978783051806056,-2.79982854693528,7.5
0.978948925098413,-2.79782826118017,7.5
0.979113720789995,-2.79582797542506,7.5
0.979277446629524,-2.79382768966995,7.5
0.979440109303877,-2.79182740391485,7.5
0.979601704798945,-2.78982711815974,7.5
0.979762249287817,-2.78782683240463,7.5
0.979921752661647,-2.78582654664952,7.5
0.980080191970206,-2.78382626089441,7.5
0.98023762541158,-2.78182597513931,7.5
0.980394030886873,-2.7798256893842,7.5
0.980549421361851,-2.77782540362909,7.5
0.980703800727836,-2.77582511787398,7.5
0.980857161630557,-2.77382483211887,7.5
0.981009526272418,-2.77182454636377,7.5
0.981160909050062,-2.76982426060866,7.5
0.981311305682911,-2.76782397485355,7.5
0.981460719420761,-2.76582368909844,7.5
0.981609151903066,-2.76382340334333,7.5
0.98175662733881,-2.76182311758823,7.5
0.981903143923082,-2.75982283183312,7.5
0.982048704552232,-2.75782254607801,7.5
0.982193306014097,-2.7558222603229,7.5
0.982336975993325,-2.7538219745678,7.5
0.982479705732919,-2.75182168881269,7.5
0.982621502106147,-2.74982140305758,7.5
0.982762375502353,-2.74782111730247,7.5
0.982902337481968,-2.74582083154736,7.5
0.983041383940142,-2.74382054579226,7.5
0.983179526994529,-2.74182026003715,7.5
0.983316769167302,-2.73981997428204,7.5
0.983453118318754,-2.73781968852693,7.5
0.983588583739905,-2.73581940277182,7.5
0.9837231556535,-2.73381911701672,7.5
0.983856855987031,-2.73181883126161,7.5
0.983989692644849,-2.7298185455065,7.5
0.984121663502087,-2.72781825975139,7.5
0.984252776540445,-2.72581797399629,7.5
0.984383034952859,-2.72381768824118,7.5
0.984512443782624,-2.72181740248607,7.5
0.984641009437449,-2.71981711673096,7.5
0.984768728977243,-2.71781683097585,7.5
0.984895625186174,-2.71581654522075,7.5
0.985021694861655,-2.71381625946564,7.5
0.985146939206159,-2.71181597371053,7.5
0.985271364136905,-2.70981568795542,7.5
0.985394981464211,-2.70781540220031,7.5
0.985517800202124,-2.70581511644521,7.5
0.98563981983678,-2.7038148306901,7.5
0.985761042161986,-2.70181454493499,7.5
0.985881469094716,-2.69981425917988,7.5
0.986001116237211,-2.69781397342478,7.5
0.986119988260499,-2.69581368766967,7.5
0.9862380838758,-2.69381340191456,7.5
0.986355409740415,-2.69181311615945,7.5
0.986471972339009,-2.68981283040434,7.5
0.986587776652946,-2.68781254464924,7.5
0.986702821342135,-2.68581225889413,7.5
0.986817119588393,-2.68381197313902,7.5
0.986930668555218,-2.68181168738391,7.5
0.98704347926031,-2.6798114016288,7.5
0.987155553942773,-2.6778111158737,7.5
0.98726690317011,-2.67581083011859,7.5
0.987377530775735,-2.67381054436348,7.5
0.987487434099646,-2.67181025860837,7.5
0.987596624877664,-2.66980997285326,7.5
0.98770510382972,-2.66780968709816,7.5
0.987812873485909,-2.66580940134305,7.5
0.987919933261297,-2.66380911558794,7.5
0.988026300482976,-2.66180882983283,7.5
0.988131980382589,-2.65980854407773,7.5
0.98823696407984,-2.65780825832262,7.5
0.98834127020173,-2.65580797256751,7.5
0.988444900570682,-2.6538076868124,7.5
0.988547853912433,-2.65180740105729,7.5
0.988650138530708,-2.64980711530219,7.5
0.988751755364059,-2.64780682954708,7.5
0.988852711051454,-2.64580654379197,7.5
0.988953009655226,-2.64380625803686,7.5
0.989052653278104,-2.64180597228175,7.5
0.989151648591763,-2.63980568652665,7.5
0.989249996943838,-2.63780540077154,7.5
0.989347695206601,-2.63580511501643,7.5
0.989444766937164,-2.63380482926132,7.5
0.989541208167845,-2.63180454350621,7.5
0.989637020903128,-2.62980425775111,7.5
0.989732211715665,-2.627803971996,7.5
0.989826780530105,-2.62580368624089,7.5
0.989920733607386,-2.62380340048578,7.5
0.990014071505226,-2.62180311473068,7.5
0.990106802638165,-2.61980282897557,7.5
0.990198931814757,-2.61780254322046,7.5
0.990290461183575,-2.61580225746535,7.5
0.99038139458022,-2.61380197171024,7.5
0.990471734742854,-2.61180168595514,7.5
0.990561481109056,-2.60980140020003,7.5
0.990650645293486,-2.60780111444492,7.5
0.990739228161011,-2.60580082868981,7.5
0.990827240249731,-2.6038005429347,7.5
0.990914674634358,-2.6018002571796,7.5
0.99100154337199,-2.59979997142449,7.5
0.991087844811709,-2.59779968566938,7.5
0.991173585438864,-2.59579939991427,7.5
0.991258766487653,-2.59379911415917,7.5
0.991343393500837,-2.59179882840406,7.5
0.991427467692804,-2.58979854264895,7.5
0.991510993434169,-2.58779825689384,7.5
0.991593974590707,-2.58579797113873,7.5
0.991676412615422,-2.58379768538363,7.5
0.991758315654425,-2.58179739962852,7.5
0.991839677076653,-2.57979711387341,7.5
0.991920517646865,-2.5777968281183,7.5
0.992000833815328,-2.57579654236319,7.5
0.992080626398873,-2.57379625660809,7.5
0.99215989694415,-2.57179597085298,7.5
0.992238649981723,-2.56979568509787,7.5
0.992316890270388,-2.56779539934276,7.5
0.992394623979498,-2.56579511358766,7.5
0.992471851213662,-2.56379482783255,7.5
0.992548575621745,-2.56179454207744,7.5
0.992624797925033,-2.55979425632233,7.5
0.992700505941094,-2.55779397056722,7.5
0.992775738984121,-2.55579368481212,7.5
0.992850479663205,-2.55379339905701,7.5
0.992924738577996,-2.5517931133019,7.5
0.992998513947318,-2.54979282754679,7.5
0.99307180803843,-2.54779254179168,7.5
0.99314462126072,-2.54579225603658,7.5
0.993216962877309,-2.54379197028147,7.5
0.993288827627589,-2.54179168452636,7.5
0.993360224662006,-2.53979139877125,7.5
0.99343116097276,-2.53779111301615,7.5
0.99350162938749,-2.53579082726104,7.5
0.993571642773021,-2.53379054150593,7.5
0.993641204961351,-2.53179025575082,7.5
0.993710313542199,-2.52978996999571,7.5
0.993778967990272,-2.52778968424061,7.5
0.993847179770115,-2.5257893984855,7.5
0.993914947232955,-2.52378911273039,7.5
0.993982273468743,-2.52178882697528,7.5
0.994049156624684,-2.51978854122017,7.5
0.994115607161677,-2.51778825546507,7.5
0.994181626990097,-2.51578796970996,7.5
0.994247217071287,-2.51378768395485,7.5
0.994312379224573,-2.51178739819974,7.5
0.994377118057831,-2.50978711244464,7.5
0.994441433821243,-2.50778682668953,7.5
0.994505331970525,-2.50578654093442,7.5
0.9945688127618,-2.50378625517931,7.5
0.994631880930118,-2.5017859694242,7.5
0.994694537876311,-2.4997856836691,7.5
0.994756786409606,-2.49778539791399,7.5
0.99481862775457,-2.49578511215888,7.5
0.994880065327339,-2.49378482640377,7.5
0.994941088006088,-2.49178454064866,7.5
0.995001727308387,-2.48978425489356,7.5
